respondent_id,case_id,case_name,category,market,data_status,过去3个月购买,月均购买频次,口味重要性,健康重要性,价格敏感,包装便利,概念相关性,品牌信任,试购结果
SIM-PUFFED-BASELINE-00139,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0426,0.7582,0.512,-0.6419,0.7149,0.477,0.2005,1
SIM-PUFFED-BASELINE-00140,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1254,0.7401,0.898,-0.1979,0.4648,0.1205,-0.9499,0
SIM-PUFFED-BASELINE-00141,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3315,0.818,0.7404,-2.0637,0.693,0.5096,1.2811,1
SIM-PUFFED-BASELINE-00142,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4569,0.867,0.2897,0.3406,0.4321,0.2814,0.2692,1
SIM-PUFFED-BASELINE-00143,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4959,0.9444,0.5092,0.3331,0.8249,0.1333,-0.6777,1
SIM-PUFFED-BASELINE-00144,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3385,0.6844,0.3717,-0.0186,0.6111,0.883,0.4827,1
SIM-PUFFED-BASELINE-00145,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2003,0.6266,0.5876,1.3168,0.6045,0.5273,1.5443,1
SIM-PUFFED-BASELINE-00146,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0872,0.5939,0.6937,1.9147,0.5246,0.7022,0.8023,0
SIM-PUFFED-BASELINE-00147,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4716,0.5978,0.2997,-1.6366,0.3445,0.4229,1.6283,1
SIM-PUFFED-BASELINE-00148,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6658,0.6546,0.8769,-0.2209,0.6326,0.5434,2.0138,1
SIM-PUFFED-BASELINE-00149,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4282,0.7132,0.8182,-0.9557,0.768,0.4793,2.507,1
SIM-PUFFED-BASELINE-00150,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4759,0.9182,0.3643,-0.4069,0.7527,0.8318,-1.8409,1
SIM-PUFFED-BASELINE-00151,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5475,0.6231,0.7451,-0.3912,0.3872,0.6516,-0.8763,0
SIM-PUFFED-BASELINE-00152,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.466,0.8339,0.5753,0.2611,0.5756,0.3906,-2.1363,1
SIM-PUFFED-BASELINE-00153,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3365,0.8403,0.5298,-0.089,0.2273,0.3482,-0.3415,1
SIM-PUFFED-BASELINE-00154,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1002,0.9569,0.5714,1.5856,0.4356,0.6944,-1.02,1
SIM-PUFFED-BASELINE-00155,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.7011,0.7561,0.5497,0.3018,0.9077,0.2781,-0.3563,1
SIM-PUFFED-BASELINE-00156,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.9022,0.4716,0.4587,-0.6226,0.4683,0.3843,0.6128,1
SIM-PUFFED-BASELINE-00157,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.8121,0.4534,0.7694,0.7635,0.3548,0.596,0.5974,1
SIM-PUFFED-BASELINE-00158,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.26,0.9211,0.4223,-1.1207,0.5819,0.5476,1.8282,1
SIM-PUFFED-BASELINE-00159,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2059,0.8451,0.7421,-1.1224,0.0736,0.6191,0.704,1
SIM-PUFFED-BASELINE-00160,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.28,0.8278,0.7695,1.7181,0.7998,0.6393,-0.5579,1
SIM-PUFFED-BASELINE-00161,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2047,0.4049,0.7962,0.1904,0.9521,0.5794,-1.1594,0
SIM-PUFFED-BASELINE-00162,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4005,0.6903,0.7378,0.9534,0.2645,0.6472,0.209,0
SIM-PUFFED-BASELINE-00163,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.4275,0.9052,0.6237,-0.7507,0.9413,0.3458,0.7482,0
SIM-PUFFED-BASELINE-00164,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1287,0.6246,0.7807,-0.898,0.63,0.5531,0.1283,1
SIM-PUFFED-BASELINE-00165,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1434,0.8345,0.5994,-0.7369,0.6898,0.328,0.5901,1
SIM-PUFFED-BASELINE-00166,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.8397,0.6294,0.754,-1.7429,0.8568,0.6218,0.4246,1
SIM-PUFFED-BASELINE-00167,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.4851,0.7649,0.6623,-1.0121,0.4688,0.5945,1.4906,1
SIM-PUFFED-BASELINE-00168,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4533,0.896,0.9607,-0.8405,0.2178,0.7877,-0.0855,1
SIM-PUFFED-BASELINE-00169,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.0607,0.9089,0.4174,-2.3033,0.5355,0.6833,0.4343,0
SIM-PUFFED-BASELINE-00170,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3255,0.8633,0.646,0.428,0.5054,0.5115,0.2995,1
SIM-PUFFED-BASELINE-00171,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2636,0.7661,0.6229,0.7003,0.5751,0.2587,0.569,1
SIM-PUFFED-BASELINE-00172,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2733,0.5393,0.4798,1.7123,0.4214,0.8282,-0.5861,1
SIM-PUFFED-BASELINE-00173,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1979,0.9326,0.8769,-0.2475,0.375,0.3906,-1.9032,0
SIM-PUFFED-BASELINE-00174,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0916,0.7301,0.2107,0.0074,0.3421,0.3863,2.0459,1
SIM-PUFFED-BASELINE-00175,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3356,0.6238,0.4505,0.4474,0.8981,0.4715,-0.2223,1
SIM-PUFFED-BASELINE-00176,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5269,0.5662,0.6078,-0.4819,0.8372,0.343,1.0412,1
SIM-PUFFED-BASELINE-00177,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1523,0.922,0.8465,-0.2024,0.6683,0.9255,-0.9363,1
SIM-PUFFED-BASELINE-00178,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4395,0.8213,0.7444,-1.0251,0.6736,0.5669,-0.5061,0
SIM-PUFFED-BASELINE-00179,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3698,0.2823,0.289,-0.7929,0.7555,0.4464,0.8326,1
SIM-PUFFED-BASELINE-00180,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.4712,0.3908,0.4653,1.2148,0.411,0.6413,-0.4619,0
SIM-PUFFED-BASELINE-00181,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.2402,0.6751,0.8646,0.0372,0.8363,0.8021,0.0977,1
SIM-PUFFED-BASELINE-00182,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4353,0.2602,0.4807,-1.4724,0.6526,0.3388,-1.5053,1
SIM-PUFFED-BASELINE-00183,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3009,0.8517,0.7931,-0.3414,0.9385,0.6575,0.4605,1
SIM-PUFFED-BASELINE-00184,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3447,0.811,0.7949,-0.0279,0.2344,0.6292,1.6229,1
SIM-PUFFED-BASELINE-00185,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.33,0.5463,0.7723,-0.4387,0.3701,0.1732,1.2322,1
SIM-PUFFED-BASELINE-00186,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.0718,0.7129,0.6044,0.3021,0.593,0.9136,-0.6189,0
SIM-PUFFED-BASELINE-00187,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2812,0.579,0.5573,-0.5121,0.5665,0.6825,0.0725,0
SIM-PUFFED-BASELINE-00188,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.307,0.8582,0.8058,0.4676,0.8055,0.5698,0.7096,1
SIM-PUFFED-BASELINE-00189,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3831,0.6809,0.7897,-0.8207,0.8436,0.526,-1.0202,1
SIM-PUFFED-BASELINE-00190,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3491,0.8673,0.5766,0.636,0.4738,0.4663,0.0767,0
SIM-PUFFED-BASELINE-00191,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6529,0.6446,0.7965,0.6866,0.3421,0.7238,-0.0219,1
SIM-PUFFED-BASELINE-00192,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.8427,0.7042,0.8595,2.0527,0.6654,0.5858,-1.3898,1
SIM-PUFFED-BASELINE-00193,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0659,0.9058,0.579,-0.1453,0.7775,0.369,0.5141,0
SIM-PUFFED-BASELINE-00194,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.2604,0.8463,0.6885,-0.9417,0.0709,0.6425,0.3263,0
SIM-PUFFED-BASELINE-00195,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3923,0.769,0.4076,-0.3578,0.5251,0.5561,1.2422,1
SIM-PUFFED-BASELINE-00196,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1213,0.7021,0.4063,-0.1679,0.5824,0.686,-0.8299,0
SIM-PUFFED-BASELINE-00197,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6648,0.8944,0.8212,0.5162,0.5528,0.6419,0.0359,1
SIM-PUFFED-BASELINE-00198,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2066,0.8145,0.7903,0.393,0.8637,0.3579,1.4232,0
SIM-PUFFED-BASELINE-00199,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.5,0.5248,0.684,0.6775,0.7743,0.651,-0.1177,1
SIM-PUFFED-BASELINE-00200,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.4237,0.7384,0.7436,-1.817,0.8566,0.7761,1.2403,0
SIM-PUFFED-BASELINE-00201,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4376,0.7915,0.9242,-1.0635,0.5385,0.4613,-0.8185,1
SIM-PUFFED-BASELINE-00202,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1862,0.7206,0.8651,0.1756,0.3232,0.4971,-1.3358,1
SIM-PUFFED-BASELINE-00203,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.8881,0.4847,0.5958,1.036,0.7792,0.7256,0.7134,1
SIM-PUFFED-BASELINE-00204,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1636,0.6818,0.4524,-1.244,0.7542,0.9539,-0.1871,1
SIM-PUFFED-BASELINE-00205,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.7102,0.6992,0.5928,0.3941,0.6887,0.4951,1.7551,1
SIM-PUFFED-BASELINE-00206,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3328,0.6689,0.6426,0.6883,0.7768,0.6906,-0.3504,1
SIM-PUFFED-BASELINE-00207,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.7898,0.7191,0.8252,0.3997,0.6904,0.5325,0.4649,1
SIM-PUFFED-BASELINE-00208,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0502,0.7704,0.7796,-1.3273,0.6841,0.4128,-2.1663,0
SIM-PUFFED-BASELINE-00209,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5995,0.8878,0.7582,1.7459,0.4871,0.5903,0.0377,1
SIM-PUFFED-BASELINE-00210,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2501,0.502,0.9709,1.7582,0.5314,0.6863,0.2685,1
SIM-PUFFED-BASELINE-00211,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2786,0.5483,0.5602,-0.2377,0.551,0.581,1.0177,1
SIM-PUFFED-BASELINE-00212,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.0219,0.8473,0.3961,0.7953,0.6189,0.3362,1.0692,1
SIM-PUFFED-BASELINE-00213,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1992,0.8624,0.4055,1.4056,0.7879,0.7062,1.7782,1
SIM-PUFFED-BASELINE-00214,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.164,0.5392,0.5751,-1.9746,0.5505,0.5577,0.9343,1
SIM-PUFFED-BASELINE-00215,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.0558,0.8281,0.462,0.0707,0.7812,0.5504,0.3428,1
SIM-PUFFED-BASELINE-00216,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0873,0.9298,0.6915,0.0113,0.8746,0.7772,-0.2796,1
SIM-PUFFED-BASELINE-00217,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2,0.6855,0.6921,-0.8618,0.3462,0.6718,1.086,1
SIM-PUFFED-BASELINE-00218,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0266,0.5972,0.4838,-0.8404,0.3385,0.3618,0.4493,1
SIM-PUFFED-BASELINE-00219,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.349,0.8773,0.5868,-1.7499,0.5665,0.6258,1.1077,1
SIM-PUFFED-BASELINE-00220,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2561,0.6205,0.7259,2.4065,0.4708,0.5538,-0.4331,0
SIM-PUFFED-BASELINE-00221,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3265,0.8125,0.8648,1.089,0.8173,0.8128,0.6033,0
SIM-PUFFED-BASELINE-00222,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.156,0.7304,0.5039,-0.1112,0.6573,0.451,-0.9085,1
SIM-PUFFED-BASELINE-00223,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.3904,0.6786,0.9048,0.1762,0.8409,0.6555,0.9513,1
SIM-PUFFED-BASELINE-00224,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2963,0.8467,0.426,0.6625,0.7065,0.5733,0.6587,1
SIM-PUFFED-BASELINE-00225,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1579,0.9165,0.4706,-0.8964,0.3841,0.5808,0.9155,0
SIM-PUFFED-BASELINE-00226,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1953,0.801,0.271,2.1022,0.3222,0.3844,2.348,0
SIM-PUFFED-BASELINE-00227,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.0507,0.7193,0.3476,-0.0882,0.6223,0.433,0.2133,1
SIM-PUFFED-BASELINE-00228,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.354,0.4534,0.9647,1.102,0.5697,0.8915,0.7333,1
SIM-PUFFED-BASELINE-00229,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.7738,0.6587,0.5062,-0.5038,0.8222,0.4257,-1.2173,0
SIM-PUFFED-BASELINE-00230,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2409,0.884,0.4918,-1.3783,0.8977,0.467,-1.0348,0
SIM-PUFFED-BASELINE-00231,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1954,0.8767,0.4895,-0.102,0.9558,0.6084,-0.7808,1
SIM-PUFFED-BASELINE-00232,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5961,0.9951,0.2309,2.3691,0.4716,0.2432,-1.6524,0
SIM-PUFFED-BASELINE-00233,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.1914,0.4808,0.7551,-0.24,0.894,0.4885,0.0819,1
SIM-PUFFED-BASELINE-00234,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.562,0.8804,0.9231,0.7838,0.4512,0.797,0.1935,1
SIM-PUFFED-BASELINE-00235,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.9658,0.5556,0.525,-0.2508,0.1503,0.5504,-0.7111,1
SIM-PUFFED-BASELINE-00236,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2229,0.39,0.3114,1.6089,0.3348,0.5186,-0.63,0
SIM-PUFFED-BASELINE-00237,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5061,0.9206,0.4637,1.0528,0.8057,0.5437,1.0571,1
SIM-PUFFED-BASELINE-00238,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.898,0.6861,0.6684,-0.687,0.5242,0.667,-0.5203,1
SIM-PUFFED-BASELINE-00239,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4808,0.627,0.5872,-0.7511,0.2814,0.7874,-1.2915,1
SIM-PUFFED-BASELINE-00240,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.7198,0.7621,0.3994,0.7966,0.2842,0.7491,-1.4591,1
SIM-PUFFED-BASELINE-00241,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3695,0.738,0.1907,0.3939,0.8607,0.4626,-0.0135,1
SIM-PUFFED-BASELINE-00242,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4478,0.6575,0.6686,0.2279,0.4615,0.5392,0.1447,1
SIM-PUFFED-BASELINE-00243,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0271,0.9033,0.5001,0.658,0.6007,0.5031,-0.2147,1
SIM-PUFFED-BASELINE-00244,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.4285,0.9475,0.4077,0.3678,0.3067,0.6797,0.7537,1
SIM-PUFFED-BASELINE-00245,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4058,0.7574,0.6143,0.2566,0.2768,0.5143,-0.1943,0
SIM-PUFFED-BASELINE-00246,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4603,0.6375,0.8358,0.7054,0.482,0.6487,1.0843,1
SIM-PUFFED-BASELINE-00247,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.151,0.9059,0.428,1.0615,0.7599,0.7256,-0.8664,0
SIM-PUFFED-BASELINE-00248,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1866,0.7977,0.8535,-1.7642,0.7564,0.8942,1.554,1
SIM-PUFFED-BASELINE-00249,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4198,0.4889,0.8455,1.4692,0.2847,0.6031,0.8727,0
SIM-PUFFED-BASELINE-00250,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2126,0.6695,0.6145,0.2747,0.6687,0.9047,1.5652,0
SIM-PUFFED-BASELINE-00251,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3543,0.8018,0.6136,-0.5208,0.7995,0.6425,1.0054,1
SIM-PUFFED-BASELINE-00252,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.7602,0.7075,0.9132,-0.2254,0.7546,0.1466,0.2211,1
SIM-PUFFED-BASELINE-00253,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5477,0.5951,0.4662,-0.6484,0.4607,0.7553,-2.4479,1
SIM-PUFFED-BASELINE-00254,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4324,0.8568,0.6421,0.4805,0.7149,0.767,-2.8568,1
SIM-PUFFED-BASELINE-00255,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3783,0.7906,0.615,-0.6642,0.3298,0.217,1.7925,1
SIM-PUFFED-BASELINE-00256,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2671,0.845,0.8067,-2.0908,0.365,0.2207,1.1026,0
SIM-PUFFED-BASELINE-00257,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.8555,0.8912,0.287,0.2795,0.5736,0.9298,-1.5049,0
SIM-PUFFED-BASELINE-00258,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.5529,0.6179,0.6754,0.1702,0.6081,0.4307,-2.9096,0
SIM-PUFFED-BASELINE-00259,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.0094,0.7602,0.5588,0.9284,0.8149,0.2394,-0.2754,1
SIM-PUFFED-BASELINE-00260,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.943,0.6749,0.6678,0.3923,0.5141,0.4372,0.2995,1
SIM-PUFFED-BASELINE-00261,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1304,0.8449,0.2821,-0.6595,0.719,0.3652,0.7913,1
SIM-PUFFED-BASELINE-00262,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.531,0.9238,0.7965,1.1441,0.3434,0.3865,-0.3057,1
SIM-PUFFED-BASELINE-00263,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.7172,0.7905,0.5885,1.3078,0.9504,0.3174,1.1039,1
SIM-PUFFED-BASELINE-00264,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.4011,0.5025,0.8353,0.4375,0.7371,0.6393,-0.4657,1
SIM-PUFFED-BASELINE-00265,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2566,0.7304,0.4394,-1.1901,0.9139,0.5027,1.755,1
SIM-PUFFED-BASELINE-00266,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5928,0.8586,0.5151,-1.0134,0.806,0.3447,0.5655,0
SIM-PUFFED-BASELINE-00267,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1564,0.6585,0.7343,2.9536,0.5494,0.467,-1.4395,0
SIM-PUFFED-BASELINE-00268,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5529,0.9135,0.7827,0.7467,0.7239,0.524,2.2442,1
SIM-PUFFED-BASELINE-00269,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5152,0.7704,0.6289,0.1883,0.544,0.859,1.0913,1
SIM-PUFFED-BASELINE-00270,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.81,0.9382,0.5111,-1.8772,0.3259,0.3554,0.0817,1
SIM-PUFFED-BASELINE-00271,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0689,0.3316,0.7425,0.8641,0.5732,0.4033,-0.0712,0
SIM-PUFFED-BASELINE-00272,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6022,0.574,0.8464,3.2453,0.453,0.6581,-1.2411,0
SIM-PUFFED-BASELINE-00273,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.9021,0.6142,0.4431,-0.7264,0.4142,0.6551,-0.5022,1
SIM-PUFFED-BASELINE-00274,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.7635,0.6746,0.5333,0.002,0.8574,0.6648,0.1149,1
SIM-PUFFED-BASELINE-00275,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.0754,0.4297,0.6967,-0.0203,0.2556,0.5897,-1.9056,0
SIM-PUFFED-BASELINE-00276,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5041,0.9647,0.7658,1.102,0.8697,0.5019,0.3711,1
SIM-PUFFED-BASELINE-00277,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3808,0.6252,0.7293,0.6108,0.4222,0.8573,-0.6675,1
